MIKEL,NIGERIA,26,88
NASRI,FRANCE,26,88
L. INSIGNE,ITALY,22,88
GERVINHO,CÔTE D'IVOIRE,26,88
EL SHAARAWY,ITALY,20,88
THIAGO,SPAIN,22,88
HAMSIK,SLOVAKIA,26,88
VIDAL,CHILE,26,88
PH GANSO,BRAZIL,23,88
LIMA,BRAZIL,30,88
ROLANDO,PORTUGAL,28,88
MONTOLIVO,ITALY,28,88
KIEßLING,GERMANY,29,88
ADEBAYOR,TOGO,29,88
NENÊ,BRAZIL,32,88
ABBIATI,ITALY,36,88
BARZAGLI,ITALY,32,88
LODI,ITALY,29,88
DIAMANTI,ITALY,30,88
JAMES RODRÍGUEZ,COLOMBIA,22,88
DAVID PIZARRO,CHILE,34,88
LACAZETTE,FRANCE,22,88
BAŠA,MONTENEGRO,30,88
V. VALDÉS,SPAIN,31,88
CAMPAGNARO,ARGENTINA,33,88
PEDRO,SPAIN,26,88
GIGGS,WALES,39,88
KAKÁ,BRAZIL,31,88
A. D'ALESSANDRO,ARGENTINA,32,88
DE GEA,SPAIN,22,88
MARCHETTI,ITALY,30,88
JÚLIO CÉSAR,BRAZIL,34,88
WILFRIED,CÔTE D'IVOIRE,24,88
CIGARINI,ITALY,27,88
GOURCUFF,FRANCE,27,88
VUCINIC,MONTENEGRO,30,88
AQUILANI,ITALY,29,88
D. LUGANO,URUGUAY,32,88
ÓSCAR CARDOZO,PARAGUAY,30,88
ROBINHO,BRAZIL,29,88
MIGUEL VELOSO,PORTUGAL,27,88
RAMSEY,WALES,22,88
CAHILL,ENGLAND,27,88
COLOCCINI,ARGENTINA,31,88
HART,ENGLAND,26,88
ÉVER BANEGA,ARGENTINA,25,88
LUISÃO,BRAZIL,32,88
STORARI,ITALY,36,87
ENYEAMA,NIGERIA,31,87
DEDÉ,BRAZIL,25,87
ARMERO,COLOMBIA,26,87
VAN BUYTEN,BELGIUM,35,87
KOSCIELNY,FRANCE,28,87
DAWSON,ENGLAND,29,87
A. SONG,CAMEROON,26,87
CUADRADO,COLOMBIA,25,87
ARTETA,SPAIN,31,87
ZÉ ROBERTO,BRAZIL,39,87
SCHWEINSTEIGER,GERMANY,29,87
TORRES,SPAIN,29,87
LENNON,ENGLAND,26,87
DEMBA BA,SENEGAL,28,87
ÓSCAR,BRAZIL,22,87
ASHLEY YOUNG,ENGLAND,28,87
M. ZÁRATE,ARGENTINA,26,87
DISTIN,FRANCE,35,87
MATUZALEM,BRAZIL,33,87
PEGOLO,ITALY,32,87
SAGNA,FRANCE,30,87
PALACIO,ARGENTINA,31,87
SAMUEL,ARGENTINA,35,87
MIRALLAS,BELGIUM,25,87
PAYET,FRANCE,26,87
TOURÉ YAYA,CÔTE D'IVOIRE,30,87
MANDANDA,FRANCE,28,87
NEGREDO,SPAIN,28,87
FARFÁN,PERU,28,87
BARRY,ENGLAND,32,87
LLORENTE,SPAIN,28,87
CARRICK,ENGLAND,32,87
CARRASSO,FRANCE,31,87
COSSU,ITALY,33,87
GAITÁN,ARGENTINA,25,87
MARCOS ASSUNÇÃO,BRAZIL,37,87
EMANUELSON,NETHERLANDS,27,87
WALCOTT,ENGLAND,24,87
MERTESACKER,GERMANY,29,87
SAVIOLA,ARGENTINA,31,87
NURİ ŞAHİN,TURKEY,25,87
TRÉZÉGUET,FRANCE,35,87
J. HERNÁNDEZ,MEXICO,25,87
ANELKA,FRANCE,34,87
OCHOA,MEXICO,28,87
RUI PATRÍCIO,PORTUGAL,25,87
VIVIANO,ITALY,27,87
HOWARD,UNITED STATES,34,87
MUSLERA,URUGUAY,27,87
ANDRE AYEW,GHANA,23,87
LEANDRO CASTÁN,BRAZIL,26,87
G. DENIS,ARGENTINA,32,87
DANIEL ALVES,BRAZIL,30,87
FERNANDO,BRAZIL,32,87
CABAYE,FRANCE,27,87
DEBUCHY,FRANCE,28,87
PUYOL,SPAIN,35,87
MICAH RICHARDS,ENGLAND,25,87
VALBUENA,FRANCE,29,87
JUAN,BRAZIL,34,87
MAGRÃO,BRAZIL,34,87
ARDA TURAN,TURKEY,26,87
STURRIDGE,ENGLAND,24,86
SZCZESNY,POLAND,23,86
DIEGO ALVES,BRAZIL,28,86
CERCI,ITALY,26,86
ŠKRTEL,SLOVAKIA,28,86
GERRARD,ENGLAND,33,86
KAGAWA,JAPAN,24,86
HULK,BRAZIL,27,86
LESCOTT,ENGLAND,31,86
JUAN,BRAZIL,22,86
ANDRÉ DIAS,BRAZIL,34,86
ADLER,GERMANY,28,86
GUARÍN,COLOMBIA,27,86
MANDŽUKIĆ,CROATIA,27,86
PIZARRO,PERU,34,86
OSPINA,COLOMBIA,25,86
LAMELA,ARGENTINA,21,86
MANGALA,FRANCE,22,86
REUS,GERMANY,24,86
MATUIDI,FRANCE,26,86
VARELA,PORTUGAL,28,86
LEGROTTAGLIE,ITALY,36,86
POGBA,FRANCE,20,86
L. BIGLIA,ARGENTINA,27,86
ANDER HERRERA,SPAIN,24,86
AFELLAY,NETHERLANDS,27,86
PAZZINI,ITALY,29,86
RUFFIER,FRANCE,27,86
LÚCIO,BRAZIL,35,86
MEXÉS,FRANCE,31,86
GILLET,BELGIUM,34,86
BENAYOUN,ISRAEL,33,86
EVRA,FRANCE,32,86
GIACCHERINI,ITALY,28,86
GOMEZ,GERMANY,28,86
C. VELA,MEXICO,24,86
S. ROMERO,ARGENTINA,26,86
KOLO TOURÉ,CÔTE D'IVOIRE,32,86
JUNINHO P.,BRAZIL,38,86
BRUNO,SPAIN,29,86
OSVALDO,ITALY,27,86
CONTI,ITALY,34,86
VIZCARRONDO,VENEZUELA,29,86
RODRIGO,SPAIN,22,86
MAICON,BRAZIL,32,86
FRIEDEL,UNITED STATES,42,86
BEGOVIĆ,BOSNIA AND HERZEGOVINA,26,86
P. CISSE,SENEGAL,28,86
MAICON,BRAZIL,25,86
OGBONNA,ITALY,25,86
PANDEV,MACEDONIA,30,86
PERIN,ITALY,20,86
AMALFITANO,FRANCE,28,86
C. LEDESMA,ITALY,31,86
RADOI,ROMANIA,32,86
SCHWARZER,AUSTRALIA,40,86
LAHM,GERMANY,29,86
MAXWELL,BRAZIL,32,86
R. JOHNSON,ENGLAND,30,86
PEDRETTI,FRANCE,32,86
G. HEINZE,ARGENTINA,35,86
ARSHAVIN,RUSSIA,32,86
GARAY,ARGENTINA,26,86
A. GUARDADO,MEXICO,27,86
SOLDADO,SPAIN,28,86
LUCAS PIAZÓN,BRAZIL,19,86
ADAM JOHNSON,ENGLAND,26,86
KANOUTE,MALI,36,86
ASHLEY COLE,ENGLAND,32,86
FORLÁN,URUGUAY,34,86
KROOS,GERMANY,23,86
BEÑAT,SPAIN,26,86
HÖWEDES,GERMANY,25,86
SORLIN,FRANCE,34,86
MOLLO,FRANCE,24,86
BARDI,ITALY,21,86
ZUNIGA,COLOMBIA,27,86
DEFOE,ENGLAND,30,86
MARTÍNEZ,SPAIN,25,86
AGGER,DENMARK,28,86
W. CABALLERO,ARGENTINA,32,86
KRUL,NETHERLANDS,25,86
VALDES,CHILE,32,86
SHAQIRI,SWITZERLAND,21,86
A. MAHER,NETHERLANDS,20,86
HUTH,GERMANY,29,86
NAGATOMO,JAPAN,27,86
FERDINAND,ENGLAND,34,86
EDUARDO,CROATIA,30,86
JESÉ RODRÍGUEZ,SPAIN,20,86
DEMBÉLÉ,BELGIUM,26,85
SPAHIĆ,BOSNIA AND HERZEGOVINA,33,85
RÉVEILLÈRE,FRANCE,33,85
LANDREAU,FRANCE,34,85
VALENCIA,ECUADOR,28,85
BRUNO CÉSAR,BRAZIL,24,85
ALMIRON,ARGENTINA,32,85
J. VALDÍVIA,CHILE,29,85
SCHÜRRLE,GERMANY,22,85
BEN ARFA,FRANCE,26,85
SUSAETA,SPAIN,25,85
VAN DER WIEL,NETHERLANDS,25,85
R. MEIRELES,PORTUGAL,30,85
PEPE,ITALY,30,85
GRENIER,FRANCE,22,85
BORYSIUK,POLAND,22,85
K. WALKER,ENGLAND,23,85
S. MIGNOLET,BELGIUM,25,85
ALAN,BRAZIL,34,85
DEFOUR,BELGIUM,25,85
GÜNDOĞAN,GERMANY,22,85
SHAWCROSS,ENGLAND,25,85
MENEZ,FRANCE,26,85
BONUCCI,ITALY,26,85
ALUKO,NIGERIA,24,85
BENAGLIO,SWITZERLAND,30,85
SANTANA,BRAZIL,27,85
F. GAGO,ARGENTINA,27,85
ASTORI,ITALY,26,85
G. PEÑALBA,ARGENTINA,29,85
JORDI ALBA,SPAIN,24,85
NAINGGOLAN,BELGIUM,25,85
SAÏHI,TUNISIA,26,85
MITROGLOU,GREECE,25,85
CVITANICH,ARGENTINA,29,85
IMBOULA,FRANCE,21,85
LOVREN,CROATIA,24,85
DIDA,BRAZIL,39,85
BURAK,TURKEY,28,85
K. ASAMOAH,GHANA,24,85
RAKITIĆ,CROATIA,25,85
RONCAGLIA,ARGENTINA,26,85
RAÚL ALBIOL,SPAIN,28,85
ROMAO,TOGO,29,85
R. VARANE,FRANCE,20,85
BOJAN,SPAIN,23,85
DEULOFEU,SPAIN,19,85
CALLEJÓN,SPAIN,26,85
ROSICKÝ,CZECH REPUBLIC,32,85
ÉVERTON RIBEIRO,BRAZIL,24,85
C. SEEDORF,NETHERLANDS,37,85
JOHNSON,ENGLAND,29,85
BOATENG,GERMANY,25,85
MAXI RODRÍGUEZ,ARGENTINA,32,85
M. MORALEZ,ARGENTINA,26,85
DRAXLER,GERMANY,20,85
HANGELAND,NORWAY,32,85
OTAMENDI,ARGENTINA,25,85
MÜLLER,GERMANY,24,85
MASCARA,ITALY,34,85
DONATI,ITALY,32,85
FERNANDO,BRAZIL,26,85
ALEX,BRAZIL,31,85
AGAZZI,ITALY,29,85
STEKELENBURG,NETHERLANDS,31,85
BARRIOS,PARAGUAY,29,85
DEMPSEY,UNITED STATES,30,85
MARKO MARIN,GERMANY,24,85
BURDISSO,ARGENTINA,32,85
DIEGO CAPEL,SPAIN,25,85
FANNI,FRANCE,31,85
PORTANOVA,ITALY,34,85
L. DOMINGUES,BRAZIL,30,85
TOULALAN,FRANCE,30,85
TONI,ITALY,36,85
MAMADOU SAKHO,FRANCE,23,85
N'KOULOU,CAMEROON,23,85
CRISTIAN ZAPATA,COLOMBIA,27,85
GILARDINO,ITALY,31,85
WITSEL,BELGIUM,24,85
DESTRO,ITALY,22,85
R. OLIVEIRA,BRAZIL,33,85
REMY,FRANCE,26,85
HERNANES,BRAZIL,28,85
ROMMEDAHL,DENMARK,35,85
GONZALO,ARGENTINA,29,85
ALLEN,WALES,23,85
EDERSON,BRAZIL,27,85
AMELIA,ITALY,31,85
HELTON,BRAZIL,35,85
CANDREVA,ITALY,26,85
LEMOINE,FRANCE,26,85
A. CISSOKHO,FRANCE,26,85
AOGO,GERMANY,26,85
PODOLSKI,GERMANY,28,85
HONDA,JAPAN,27,85
GALLOPPA,ITALY,28,85
MIRANTE,ITALY,30,85
CONSIGLI,ITALY,26,85
SALVIO,ARGENTINA,23,85
G. DOS SANTOS,MEXICO,24,85
COHADE,FRANCE,29,85
STOCH,SLOVAKIA,23,85
ACERBI,ITALY,25,85
GUSTAVO,BRAZIL,26,85
JOAQUÍN,SPAIN,32,85
AMOREBIETA,VENEZUELA,28,85
PALLADINO,ITALY,29,85
SERGIO GARCÍA,SPAIN,30,85
FELLAINI,BELGIUM,25,85
MUNIAIN,SPAIN,20,85
DANILO L.,BRAZIL,29,85
D. TADIĆ,SERBIA,24,85
JAVI GARCIA,SPAIN,26,85
FABRÍCIO,BRAZIL,31,85
A. FINNBOGASON,ICELAND,24,85
POLI,ITALY,24,85
DE JONG,NETHERLANDS,24,85
JOE COLE,ENGLAND,31,85
KOKE,SPAIN,21,85
VERZA,SPAIN,27,85
JORGINHO,ITALY,21,85
LINCOLN,BRAZIL,34,85
PABLO,SPAIN,28,85
MASCHERANO,ARGENTINA,29,85
STROOTMAN,NETHERLANDS,23,85
NILMAR,BRAZIL,29,85
EL HAMDAOUI,MOROCCO,29,85
A. WILLIAMS,WALES,29,85
GABI,SPAIN,30,85
EMRE,TURKEY,33,85
ADURIZ,SPAIN,32,84
FURMAN,POLAND,21,84
FITO RINAUDO,ARGENTINA,26,84
GIOVANNI SIO,CÔTE D'IVOIRE,24,84
ENZO PÉREZ,ARGENTINA,27,84
MAURICE BELAY,FRANCE,28,84
DZEMAILI,SWITZERLAND,27,84
A. SVENSSON,SWEDEN,37,84
AKINFEEV,RUSSIA,27,84
F. FERNÁNDEZ,ARGENTINA,24,84
RAMI,FRANCE,27,84
L. ROMAGNOLI,ARGENTINA,32,84
PALETTA,ARGENTINA,27,84
MAGGIO,ITALY,31,84
TADDEI,BRAZIL,33,84
M. BRITOS,URUGUAY,28,84
REYES,SPAIN,30,84
FLETCHER,SCOTLAND,29,84
DOMINGUEZ,ARGENTINA,32,84
ALABA,AUSTRIA,21,84
ERIKSEN,DENMARK,21,84
RANOCCHIA,ITALY,25,84
TORJE,ROMANIA,23,84
MELLBERG,SWEDEN,36,84
P. COUTINHO,BRAZIL,21,84
AMRABAT,MOROCCO,26,84
ACASIETE,PERU,35,84
PAOLO CANNAVARO,ITALY,32,84
ARTUR,PORTUGAL,29,84
MATIĆ,SERBIA,25,84
LEÃO,PORTUGAL,28,84
SCHNEIDERLIN,FRANCE,23,84
CAULKER,ENGLAND,21,84
JACKSON M.,COLOMBIA,26,84
KROHN DEHLI,DENMARK,30,84
UMTITI,FRANCE,19,84
P. JONES,ENGLAND,21,84
HILDEBRAND,GERMANY,34,84
KIRM,SLOVENIA,29,84
FLOCCARI,ITALY,31,84
PIENAAR,SOUTH AFRICA,31,84
ZOKORA,CÔTE D'IVOIRE,32,84
JONAS,BRAZIL,29,84
LICHTSTEINER,SWITZERLAND,29,84
NETO,BRAZIL,24,84
ANDUJAR,ARGENTINA,30,84
MCGEADY,IRELAND,27,84
SAM,GERMANY,25,84
DIGARD,FRANCE,27,84
LEANDRO DAMIÃO,BRAZIL,24,84
FELIPE MELO,BRAZIL,30,84
STOCKER,SWITZERLAND,24,84
CURCI,ITALY,28,84
VORM,NETHERLANDS,29,84
Z. LABYAD,MOROCCO,20,84
NATALI,ITALY,34,84
JOÃO MIRANDA,BRAZIL,29,84
ZOUMA,FRANCE,18,84
MATHIJSEN,NETHERLANDS,33,84
CAVENAGHI,ARGENTINA,30,84
M. SUÁREZ,ARGENTINA,25,84
RENATO AUGUSTO,BRAZIL,25,84
LEONARDO SILVA,BRAZIL,34,84
LUCAS MOURA,BRAZIL,21,84
LENO,GERMANY,21,84
WILSHERE,ENGLAND,21,84
PEROTTI,ARGENTINA,25,84
BIŠEVAC,SERBIA,30,84
FÁBIO COENTRÃO,PORTUGAL,25,84
DANTE,BRAZIL,29,84
QUAGLIARELLA,ITALY,30,84
GOMES,BRAZIL,32,84
MISIMOVIĆ,BOSNIA AND HERZEGOVINA,31,84
RUBÉN PÉREZ,SPAIN,24,84
KABOUL,FRANCE,27,84
ALCARAZ,PARAGUAY,31,84
C. EDUARDO,BRAZIL,26,84
PEDRO OBIANG,SPAIN,21,84
KALOU,CÔTE D'IVOIRE,28,84
MARCHIONNI,ITALY,33,84
GUARENTE,ITALY,27,84
TOŠIĆ,SERBIA,26,84
EKDAL,SWEDEN,24,84
KRYCHOWIAK,POLAND,23,84
BIABIANY,FRANCE,25,84
I. ASPAS,SPAIN,26,84
B. CHEYROU,FRANCE,32,84
JOSÉ FONTE,PORTUGAL,29,84
GODÍN,URUGUAY,27,84
ROLFES,GERMANY,31,84
MAVUBA,FRANCE,29,84
SÁNCHEZ,COLOMBIA,27,84
DELPIERRE,FRANCE,32,84
F. CARRASCO,BELGIUM,20,84
XABI PRIETO,SPAIN,30,84
MARIANO,ARGENTINA,32,84
RAÚL GARCÍA,SPAIN,27,84
GARGANO,URUGUAY,29,84
G. CASTRO,URUGUAY,29,84
AGBONLAHOR,ENGLAND,26,84
INLER,SWITZERLAND,29,84
HUGO VIEIRA,PORTUGAL,25,84
JESÚS GÁMEZ,SPAIN,28,84
ADAM,SCOTLAND,27,84
CLICHY,FRANCE,28,84
F. DJORDJEVIĆ,SERBIA,26,84
ESTIGARRIBIA,PARAGUAY,26,84
YOBO,NIGERIA,33,84
CUSTÓDIO,PORTUGAL,30,84
GAMBERINI,ITALY,32,84
MORENO,PORTUGAL,32,84
CABELLA,FRANCE,23,84
D. GOIAN,ROMANIA,32,84
JAVIER ZANETTI,ARGENTINA,40,84
DJIBRIL CISSÉ,FRANCE,32,84
CAPOUE,FRANCE,25,84
DOUGLAS,BRAZIL,31,84
TAARABT,MOROCCO,24,84
DESÁBATO,ARGENTINA,34,84
BARRIENTOS,ARGENTINA,28,84
BOVO,ITALY,30,84
BRYAN RUIZ,COSTA RICA,28,84
DUFF,IRELAND,34,84
GIROUD,FRANCE,27,84
N. CHADLI,BELGIUM,24,84
X. TORRES,SPAIN,26,84
CAMORANESI,ITALY,36,84
JORDAN AYEW,GHANA,22,84
LJAJIĆ,SERBIA,22,84
WELBECK,ENGLAND,22,84
CASTELLAZZI,ITALY,38,84
NASTASIĆ,SERBIA,20,84
DOUMBIA,CÔTE D'IVOIRE,25,84
ADRIEN SILVA,PORTUGAL,24,84
MARSHALL,SCOTLAND,28,84
FEDERICO FAZIO,ARGENTINA,26,84
JOSUÉ,PORTUGAL,23,84
SANTANA,ARGENTINA,31,84
N. DE JONG,NETHERLANDS,28,84
WESLEY,BRAZIL,26,84
DEPAY,NETHERLANDS,19,84
WILLIAN,BRAZIL,25,84
TIAGO,PORTUGAL,32,84
D. BOATENG,GHANA,30,84
PAULO MACHADO,PORTUGAL,27,84
MALBRANQUE,FRANCE,33,84
J. GUIDETTI,SWEDEN,21,84
BERNARD,BRAZIL,21,84
TOORNSTRA,NETHERLANDS,24,84
GIGNAC,FRANCE,27,84
DENILSON,BRAZIL,25,84
BARNETTA,SWITZERLAND,28,83
OBRANIAK,POLAND,28,83
S. LARSSON,SWEDEN,28,83
E. VARGAS,CHILE,23,83
REGINALDO,BRAZIL,30,83
PELLISSIER,ITALY,34,83
LAMPARD,ENGLAND,35,83
P. GUERRERO,PERU,29,83
ROBBIE KEANE,IRELAND,33,83
ONGENDA,FRANCE,18,83
BENTEKE,BELGIUM,22,83
MICHEL BASTOS,BRAZIL,30,83
CASTAIGNOS,NETHERLANDS,21,83
DONADEL,ITALY,30,83
DEMICHELIS,ARGENTINA,32,83
HUMBERTO SUAZO,CHILE,32,83
KRHIN,SLOVENIA,23,83
HÉLDER POSTIGA,PORTUGAL,31,83
J. ILIČIČ,SLOVENIA,25,83
ALAN KARDEC,BRAZIL,24,83
NORDTVEIT,NORWAY,23,83
LOBONŢ,ROMANIA,35,83
R. ÁLVAREZ,ARGENTINA,25,83
MESCHINI,BRAZIL,31,83
MESCHINI,BRAZIL,31,83
ELMANDER,SWEDEN,32,83
MATÍAS F.,CHILE,27,83
ADRIANO,BRAZIL,28,83
JEFFREN,SPAIN,25,83
CRIS,BRAZIL,36,83
D. BENT,ENGLAND,29,83
BERGESSIO,ARGENTINA,29,83
LUÍS ALBERTO,BRAZIL,29,83
ZAHA,ENGLAND,20,83
S. DANN,ENGLAND,26,83
NARSINGH,NETHERLANDS,23,83
K. P. BOATENG,GHANA,26,83
BORINI,ITALY,22,83
SILVESTRE,ARGENTINA,29,83
CHAMBERLAIN,ENGLAND,20,83
ORIOL ROMEU,SPAIN,22,83
IBAI GÓMEZ,SPAIN,23,83
BORJA OUBIÑA,SPAIN,31,83
MVUEMBA,FRANCE,28,83
JUSTO VILLAR,PARAGUAY,36,83
R. RODRÍGUEZ,SWITZERLAND,21,83
FEGHOULI,ALGERIA,23,83
BORRIELLO,ITALY,31,83
CONSTANT,GUINEA,26,83
F. MONTERO,COLOMBIA,26,83
BASTA,SERBIA,29,83
Z. BAKKALI,BELGIUM,17,83
COSTIL,FRANCE,26,83
CURTIS DAVIES,ENGLAND,28,83
A. PAPADOPOULOS,GREECE,28,83
DANILO,BRAZIL,27,83
WILKSHIRE,AUSTRALIA,31,83
QUARESMA,PORTUGAL,30,83
ASSAIDI,MOROCCO,25,83
TOMKINS,ENGLAND,24,83
W. REID,NEW ZEALAND,25,83
KOREN,SLOVENIA,33,83
ABDENNOUR,TUNISIA,24,83
VARGAS,PERU,29,83
MARK NOBLE,ENGLAND,26,83
KEMBO EKOKO,FRANCE,25,83
BORUC,POLAND,33,83
BERARDI,ITALY,19,83
J. QUINTERO,COLOMBIA,20,83
DZSUDZSÁK,HUNGARY,26,83
RICARDO COSTA,PORTUGAL,32,83
PAULO SÉRGIO,PORTUGAL,29,83
JADSON,BRAZIL,29,83
J. FABBRO,PARAGUAY,31,83
PENNETEAU,FRANCE,32,83
MALDONADO,CHILE,33,83
ARAÚJO,BRAZIL,36,83
ENRIQUE,SPAIN,27,83
ITURRASPE,SPAIN,24,83
VAN WOLFSWINKEL,NETHERLANDS,24,83
ILLARRAMENDI,SPAIN,23,83
IGNASHEVICH,RUSSIA,34,83
SENDEROS,SWITZERLAND,28,83
DARÍO CONCA,ARGENTINA,30,83
M. KRANEVITTER,ARGENTINA,20,83
KAMENI,CAMEROON,29,83
PLAŠIL,CZECH REPUBLIC,31,83
CIANI,FRANCE,29,83
GASTALDELLO,ITALY,30,83
ENOH,CAMEROON,27,83
BELFODIL,ALGERIA,21,83
MARCELO,BRAZIL,25,83
JARVIS,ENGLAND,27,83
SCHAARS,NETHERLANDS,29,83
PEDRO LEÓN,SPAIN,26,83
NICOLITA,ROMANIA,28,83
BABOS,HUNGARY,38,83
OBERTAN,FRANCE,24,83
Á. LÓPEZ,SPAIN,25,83
MATRI,ITALY,29,83
MATĚJOVSKÝ,CZECH REPUBLIC,31,83
L. MURIEL,COLOMBIA,22,83
VERMEER,NETHERLANDS,27,83
SALVADOR,PORTUGAL,21,83
PONZIO,ARGENTINA,31,83
MATHIS,FRANCE,31,83
W. BEN YEDDER,FRANCE,23,83
J. GAVILÁN,SPAIN,28,83
F. ARRUÉ,CHILE,36,83
SOUZA,BRAZIL,24,83
C. CARMONA,CHILE,26,83
PAULINHO,BRAZIL,27,83
J. GUILAVOGUI,FRANCE,23,83
KANA-BIYIK,CAMEROON,24,83
SANTA CRUZ,PARAGUAY,32,83
BEERENS,NETHERLANDS,25,83
M. TORRES,COLOMBIA,28,83
RAFAEL OLARRA,CHILE,35,83
ANDREOLLI,ITALY,27,83
D. MAINZ,SPAIN,30,83
GIL,BRAZIL,26,83
MOKOTJO,SOUTH AFRICA,22,83
HARNIK,AUSTRIA,26,83
MADURO,NETHERLANDS,28,83
DIAWARA,SENEGAL,34,83
D. JÚNIOR,CYPRUS,27,83
RAFAEL DONATO,BRAZIL,24,83
EDU D.,BRAZIL,32,83
ELANO,BRAZIL,32,83
MARTIN,FRANCE,25,83
THAUVIN,FRANCE,20,83
RAFAEL,BRAZIL,23,83
SANDRO,BRAZIL,24,83
DZAGOEV,RUSSIA,23,83
DURVAL,BRAZIL,33,83
PERRIN,FRANCE,28,83
SISI,SPAIN,27,83
SANTON,ITALY,22,83
VLAAR,NETHERLANDS,28,83
BADU,GHANA,23,83
KURZAWA,FRANCE,21,83
SIDNEI,BRAZIL,24,83
HEITINGA,NETHERLANDS,29,83
MILNER,ENGLAND,27,83
KUZMANOVIĆ,SERBIA,26,83
CLEVERLEY,ENGLAND,24,83
MENSEGUEZ,ARGENTINA,29,83
JONATHAN,BRAZIL,27,83
YAGO,SPAIN,23,83
AOUATE,ISRAEL,35,83
CASTRO,GERMANY,26,83
MARINHO,PORTUGAL,30,83
MESTO,ITALY,31,83
FILIPE,BRAZIL,20,83
GÖKHAN GÖNÜL,TURKEY,28,83
RAGGI,ITALY,29,83
C. BOLAÑOS,COSTA RICA,29,83
AGUILAR,COLOMBIA,28,83
IBSON,BRAZIL,29,83
R. ELM,SWEDEN,25,83
RÔMULO,BRAZIL,26,83
LAFITA,SPAIN,29,83
HAMİT ALTINTOP,TURKEY,30,83
RAFINHA,SPAIN,20,83
SEYDOU KEITA,MALI,33,83
CESAR,SLOVENIA,31,83
JELAVIĆ,CROATIA,28,83
LOMBAERTS,BELGIUM,28,83
